monthly mean of baseline data, created: 20-Jan-2016
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, ---, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-98, ---, ---, SIO-05, ---, ---, Tohoku-Uni, ---, ---, SIO-98, ---, ---, CSIRO94, ---, ---, MPI-2009, ---
2009.5416, 2009, 7, 959, 242.231, 0.203, 952, 535.191, 0.449, 984, 9.196, 0.202, 981, 87.837, 0.191, 849, 322.478, 0.264, 955, 75.864, 0.191, 919, 1852.989, 10.793, 713, 10.074, 0.766, 1017, 86.430, 3.701, 986, 518.798, 7.719
2009.6250, 2009, 8, 971, 242.020, 0.203, 993, 534.952, 0.423, 1042, 8.973, 0.217, 1035, 87.705, 0.173, 954, 322.482, 0.215, 885, 75.724, 0.173, 988, 1852.476, 13.515, 916, 10.308, 1.190, 916, 88.604, 8.681, 859, 508.105, 8.563
2009.7084, 2009, 9, 857, 242.033, 0.222, 586, 534.866, 0.481, 917, 8.819, 0.207, 918, 87.664, 0.176, 766, 322.565, 0.259, 824, 75.633, 0.179, 745, 1859.565, 10.926, 696, 10.711, 1.003, 801, 94.159, 5.475, 796, 495.384, 7.990
2009.7916, 2009, 10, 926, 242.264, 0.233, 983, 535.178, 0.589, 1029, 8.689, 0.202, 1011, 87.629, 0.176, 803, 322.933, 0.324, 948, 75.694, 0.179, 780, 1872.932, 11.984, 608, 11.652, 0.934, 993, 100.804, 5.801, 981, 493.087, 8.154
2009.8750, 2009, 11, 929, 242.417, 0.208, 978, 535.354, 0.496, 984, 8.607, 0.213, 997, 87.630, 0.213, 966, 323.063, 0.249, 987, 75.693, 0.176, 898, 1874.299, 10.263, 761, 11.670, 0.778, 908, 112.127, 6.637, 946, 492.354, 7.090
2009.9584, 2009, 12, 706, 242.282, 0.253, 770, 535.310, 0.408, 786, 8.549, 0.219, 787, 87.501, 0.228, 725, 323.233, 0.239, 781, 75.705, 0.181, 521, 1878.503, 10.215, 424, 11.766, 0.874, 522, 119.864, 7.205, 748, 496.322, 7.062
2010.0416, 2010, 1, 821, 242.151, 0.254, 890, 535.348, 0.458, 945, 8.484, 0.230, 933, 87.378, 0.260, 691, 323.399, 0.291, 883, 75.730, 0.199, 519, 1876.190, 8.361, 491, 11.877, 0.757, 457, 132.006, 4.002, 801, 505.453, 7.744
2010.1250, 2010, 2, 596, 241.970, 0.255, 768, 535.223, 0.412, 786, 8.386, 0.232, 788, 87.230, 0.216, 645, 323.512, 0.259, 758, 75.760, 0.206, 291, 1880.234, 8.750, 285, 11.772, 0.720, 240, 140.058, 7.342, 712, 514.681, 6.745
2010.2084, 2010, 3, 870, 241.578, 0.257, 999, 534.781, 0.476, 1025, 8.243, 0.230, 1028, 87.055, 0.260, 923, 323.452, 0.248, 931, 75.673, 0.217, 659, 1882.388, 8.048, 532, 11.932, 0.707, 620, 149.311, 5.787, 878, 518.937, 6.906
2010.2916, 2010, 4, 728, 241.366, 0.253, 936, 534.584, 0.476, 873, 8.161, 0.267, 907, 87.026, 0.274, 752, 323.473, 0.210, 838, 75.636, 0.230, 623, 1879.388, 10.691, 478, 11.719, 0.867, 656, 148.035, 9.483, 913, 524.562, 7.914
2010.3750, 2010, 5, 842, 240.964, 0.247, 919, 534.041, 0.403, 829, 8.095, 0.291, 861, 86.931, 0.309, 813, 323.399, 0.204, 924, 75.410, 0.229, 700, 1868.714, 10.144, 188, 12.002, 0.971, 862, 126.927, 9.300, 827, 525.417, 7.981
2010.4584, 2010, 6, 865, 240.550, 0.234, 919, 533.307, 0.538, 944, 7.879, 0.266, 934, 86.830, 0.209, 850, 323.273, 0.205, 916, 75.270, 0.197, 760, 1857.370, 6.745, 474, 11.634, 1.087, 787, 108.191, 5.383, 880, 520.390, 6.664
2010.5416, 2010, 7, 934, 240.201, 0.239, 959, 532.872, 0.497, 992, 7.634, 0.260, 991, 86.728, 0.218, 812, 323.156, 0.213, 934, 75.117, 0.215, 869, 1849.907, 9.677, 830, 10.814, 1.397, 935, 95.289, 6.269, 914, 513.465, 6.171
2010.6250, 2010, 8, 950, 239.799, 0.197, 953, 532.283, 0.423, 977, 7.469, 0.205, 979, 86.506, 0.216, 909, 323.049, 0.246, 954, 74.938, 0.195, 779, 1855.211, 7.532, 766, 11.585, 1.007, 869, 100.224, 5.050, 895, 505.007, 7.043
2010.7084, 2010, 9, 872, 239.901, 0.209, 937, 532.505, 0.392, 975, 7.338, 0.215, 978, 86.505, 0.220, 822, 323.358, 0.222, 899, 74.941, 0.214, 688, 1869.221, 7.479, 700, 12.083, 0.974, 728, 110.793, 4.374, 972, 501.299, 8.702
2010.7916, 2010, 10, 806, 240.168, 0.283, 920, 532.762, 0.468, 1020, 7.277, 0.240, 957, 86.540, 0.260, 725, 323.583, 0.223, 876, 74.948, 0.239, 726, 1871.941, 8.483, 609, 11.940, 0.837, 691, 108.451, 4.975, 914, 491.669, 8.975
2010.8750, 2010, 11, 830, 239.966, 0.375, 887, 532.714, 0.510, 886, 7.252, 0.255, 902, 86.408, 0.263, 750, 323.820, 0.263, 915, 75.019, 0.233, 669, 1878.151, 10.913, 555, 12.436, 1.146, 339, 114.053, 6.534, 421, 495.897, 8.362
2010.9584, 2010, 12, 963, 239.839, 0.245, 987, 532.570, 0.369, 1011, 7.214, 0.224, 1014, 86.328, 0.241, 737, 324.026, 0.254, , , , 541, 1885.724, 13.604, 514, 12.906, 1.097, 338, 125.997, 11.652, 775, 506.527, 7.338
2011.0416, 2011, 1, 945, 239.587, 0.242, 978, 532.454, 0.350, 1001, 7.160, 0.226, 987, 86.195, 0.236, 840, 324.165, 0.221, , , , 737, 1883.206, 13.915, 506, 12.011, 0.781, 736, 134.048, 9.062, 975, 513.563, 7.127
2011.1250, 2011, 2, 880, 239.299, 0.268, 898, 532.343, 0.397, 915, 7.094, 0.228, 912, 86.024, 0.244, 768, 324.314, 0.292, , , , 774, 1880.437, 10.928, 601, 11.570, 0.689, 884, 139.133, 8.269, 855, 521.576, 5.981
2011.2084, 2011, 3, 828, 239.230, 0.300, 945, 532.253, 0.399, 1010, 7.035, 0.215, 1014, 86.041, 0.236, 666, 324.412, 0.203, , , , 562, 1884.197, 11.030, 410, 11.654, 0.639, 688, 148.358, 9.147, 958, 527.731, 6.461
2011.2916, 2011, 4, 762, 238.953, 0.260, 881, 531.945, 0.380, 991, 6.973, 0.225, 979, 86.057, 0.240, 593, 324.434, 0.196, , , , 598, 1877.479, 10.879, 519, 11.298, 0.663, 732, 142.693, 7.871, 951, 532.415, 5.884
2011.3750, 2011, 5, 956, 238.787, 0.305, 1013, 531.616, 0.400, 1015, 6.874, 0.261, 1013, 86.036, 0.246, 814, 324.478, 0.200, , , , 943, 1873.659, 8.854, 867, 10.982, 0.588, 945, 122.392, 7.167, 1040, 533.453, 5.150
2011.4584, 2011, 6, 868, 238.284, 0.282, 864, 530.945, 0.393, 897, 6.667, 0.237, 879, 85.960, 0.217, 804, 324.311, 0.178, , , , 809, 1858.937, 11.299, 707, 10.413, 0.843, 895, 99.287, 7.709, 866, 531.189, 6.455
2011.5416, 2011, 7, 945, 237.889, 0.270, 941, 530.306, 0.367, 988, 6.472, 0.232, 988, 85.832, 0.215, 807, 324.311, 0.199, , , , 849, 1855.426, 13.238, 562, 11.118, 1.033, 725, 88.235, 3.729, 821, 522.727, 8.022
2011.6250, 2011, 8, 946, 237.392, 0.248, 949, 529.700, 0.393, 969, 6.330, 0.219, 977, 85.676, 0.199, 907, 324.136, 0.201, , , , 841, 1857.979, 9.892, 775, 11.302, 0.969, 956, 87.552, 2.761, 964, 510.624, 7.385
2011.7084, 2011, 9, 904, 237.525, 0.330, 948, 529.573, 0.427, 952, 6.154, 0.284, 962, 85.673, 0.253, 817, 324.186, 0.214, , , , 884, 1869.998, 9.371, 860, 11.947, 0.875, 974, 92.060, 4.570, 880, 499.640, 7.539
2011.7916, 2011, 10, 986, 237.624, 0.338, 985, 529.819, 0.421, 1025, 6.067, 0.266, 1013, 85.702, 0.256, 842, 324.477, 0.244, , , , 909, 1873.598, 13.387, 866, 11.797, 1.325, 999, 99.654, 9.862, 864, 500.280, 7.261
2011.8750, 2011, 11, 848, 237.912, 0.376, 888, 530.070, 0.398, 998, 6.085, 0.271, 956, 85.774, 0.321, 725, 324.845, 0.213, , , , 736, 1885.352, 8.606, 717, 12.690, 1.075, 781, 117.199, 5.043, 1004, 503.531, 7.450
2011.9584, 2011, 12, 981, 237.809, 0.345, 982, 530.100, 0.389, 991, 5.968, 0.301, 1006, 85.598, 0.305, 982, 325.011, 0.186, , , , 1053, 1881.673, 16.495, 989, 11.912, 1.108, 971, 122.053, 7.065, 921, 504.390, 6.354
2012.0416, 2012, 1, 886, 237.616, 0.331, 939, 530.035, 0.388, 978, 5.961, 0.276, 982, 85.374, 0.289, 866, 325.177, 0.181, , , , 847, 1880.200, 17.061, 791, 11.527, 1.082, 862, 122.012, 12.074, 888, 514.418, 7.282
2012.1250, 2012, 2, 917, 237.346, 0.333, 936, 529.805, 0.395, 972, 5.864, 0.234, 972, 85.232, 0.242, 884, 325.266, 0.176, , , , 890, 1879.200, 15.843, 893, 11.407, 1.036, 905, 129.358, 10.111, 944, 526.482, 7.261
2012.2084, 2012, 3, 754, 237.196, 0.306, 934, 529.696, 0.399, 1032, 5.855, 0.229, 1006, 85.258, 0.247, 646, 325.332, 0.189, , , , 722, 1885.634, 14.127, 668, 11.485, 0.925, 734, 139.184, 11.389, 1019, 530.702, 7.009
2012.2916, 2012, 4, 918, 236.997, 0.309, 928, 529.318, 0.342, 963, 5.809, 0.223, 962, 85.193, 0.251, 848, 325.461, 0.199, , , , 954, 1895.160, 13.881, 706, 12.171, 1.001, 974, 145.227, 8.435, 978, 529.710, 5.943
2012.3750, 2012, 5, 918, 236.816, 0.369, 993, 528.986, 0.410, 1038, 5.703, 0.234, 1026, 85.235, 0.230, 612, 325.484, 0.215, , , , 691, 1890.452, 14.760, 547, 11.930, 0.908, 968, 134.936, 14.067, 1037, 529.706, 5.617
2012.4584, 2012, 6, 667, 236.117, 0.450, 683, 528.058, 0.562, 714, 5.474, 0.261, 714, 84.986, 0.278, 487, 325.239, 0.224, , , , 459, 1866.937, 13.582, 359, 10.386, 0.919, 701, 104.207, 11.335, 664, 529.058, 6.772
2012.5416, 2012, 7, 947, 235.446, 0.424, 942, 526.833, 0.477, 997, 5.208, 0.202, 1007, 84.701, 0.229, 787, 324.874, 0.224, , , , 765, 1861.526, 8.483, 583, 10.808, 0.769, 891, 94.685, 5.796, 948, 520.509, 7.444
2012.6250, 2012, 8, 919, 235.055, 0.361, 955, 526.258, 0.399, 987, 5.071, 0.209, 989, 84.507, 0.221, 812, 324.859, 0.220, , , , 629, 1871.178, 7.256, 596, 11.138, 0.744, 659, 110.741, 7.074, 997, 522.377, 7.407
2012.7084, 2012, 9, 922, 235.254, 0.333, 936, 526.306, 0.386, 963, 4.982, 0.217, 962, 84.441, 0.230, 850, 324.946, 0.209, , , , 780, 1879.031, 11.516, 705, 11.412, 0.916, 699, 123.970, 5.823, 897, 504.310, 10.063
2012.7916, 2012, 10, 908, 235.823, 0.408, 916, 526.832, 0.406, 977, 4.989, 0.212, 963, 84.589, 0.242, 695, 325.307, 0.249, , , , 428, 1888.514, 8.158, 403, 12.268, 0.758, 762, 122.558, 4.574, 959, 497.879, 6.605
2012.8750, 2012, 11, 935, 236.061, 0.476, 933, 526.958, 0.343, 954, 4.950, 0.216, 952, 84.622, 0.335, 923, 325.568, 0.201, , , , 748, 1888.572, 9.968, 697, 12.271, 0.788, 840, 120.870, 5.761, 892, 500.802, 5.286
2012.9584, 2012, 12, 973, 236.240, 0.431, 1015, 527.226, 0.347, 1013, 4.937, 0.228, 1025, 84.568, 0.307, 914, 325.885, 0.212, , , , 778, 1893.343, 10.055, 735, 12.346, 0.763, 721, 126.942, 5.521, 1019, 509.407, 5.971
2013.0416, 2013, 1, 855, 236.153, 0.323, 918, 527.388, 0.372, 939, 4.932, 0.217, 950, 84.514, 0.251, 820, 326.109, 0.204, , , , 582, 1894.773, 11.882, 546, 12.256, 0.843, 638, 134.370, 8.424, 851, 516.431, 5.421
2013.1250, 2013, 2, 726, 235.873, 0.339, 780, 527.438, 0.381, 845, 4.903, 0.222, 850, 84.255, 0.257, 733, 326.255, 0.252, , , , 519, 1900.031, 13.457, 567, 12.383, 0.997, 493, 142.568, 8.663, 837, 524.737, 4.802
2013.2084, 2013, 3, 802, 235.574, 0.324, 918, 527.067, 0.406, 1018, 4.913, 0.220, 1023, 84.145, 0.259, 708, 326.240, 0.251, , , , 535, 1912.501, 11.707, 563, 12.856, 0.874, 508, 158.651, 8.385, 908, 531.763, 5.427
2013.2916, 2013, 4, 880, 235.218, 0.372, 950, 526.565, 0.424, 968, 4.808, 0.231, 953, 84.024, 0.285, 811, 326.151, 0.236, , , , 756, 1897.521, 13.822, 755, 12.012, 0.905, 778, 146.276, 12.687, 947, 536.204, 4.461
2013.3750, 2013, 5, 978, 235.096, 0.281, 978, 526.301, 0.336, 1003, 4.707, 0.227, 1014, 84.024, 0.231, 859, 326.216, 0.198, , , , 900, 1889.049, 9.059, 838, 11.558, 0.727, 1021, 126.519, 9.115, 1015, 536.434, 5.381
2013.4584, 2013, 6, 859, 234.977, 0.334, 906, 525.963, 0.414, 923, 4.555, 0.219, 933, 84.093, 0.245, 595, 326.246, 0.195, , , , 596, 1870.846, 14.250, 568, 11.604, 1.059, 832, 102.702, 10.937, 726, 531.746, 6.170
2013.5416, 2013, 7, 792, 234.529, 0.388, 904, 525.265, 0.478, 972, 4.390, 0.207, 974, 83.919, 0.243, 434, 326.080, 0.228, , , , 511, 1866.277, 12.329, 517, 11.389, 1.034, 684, 101.432, 8.303, 666, 528.718, 9.161
2013.6250, 2013, 8, 969, 233.987, 0.307, 977, 524.316, 0.360, 1016, 4.279, 0.198, 1023, 83.574, 0.221, 919, 325.775, 0.190, , , , 914, 1866.280, 9.235, 860, 10.947, 1.019, 1011, 97.835, 7.579, 1005, 519.230, 8.844
2013.7084, 2013, 9, 522, 234.030, 0.410, 563, 524.267, 0.501, 558, 4.239, 0.206, 648, 83.461, 0.246, 478, 325.769, 0.225, , , , 438, 1873.654, 7.223, 390, 11.601, 1.003, 492, 97.934, 6.067, 586, 505.990, 8.408
2013.7916, 2013, 10, 847, 234.749, 0.473, 856, 524.668, 0.403, 723, 4.184, 0.204, 888, 83.402, 0.275, 530, 326.352, 0.227, , , , 553, 1886.983, 6.625, 476, 12.842, 0.736, , , , 831, 503.483, 9.836
2013.8750, 2013, 11, 840, 234.773, 0.289, 836, 524.620, 0.349, 858, 4.157, 0.204, 853, 83.382, 0.224, 806, 326.500, 0.212, , , , 687, 1893.302, 6.939, 542, 13.029, 0.618, , , , 784, 502.502, 8.507
2013.9584, 2013, 12, 979, 234.696, 0.323, 983, 524.659, 0.415, 899, 4.140, 0.229, 937, 83.227, 0.264, 915, 326.682, 0.197, , , , 975, 1895.049, 7.248, 924, 13.228, 0.741, , , , 767, 510.435, 6.519
2014.0416, 2014, 1, 1003, 234.481, 0.324, 1003, 524.566, 0.369, 971, 4.141, 0.222, 982, 82.996, 0.265, 966, 326.939, 0.204, , , , 904, 1900.355, 9.979, 814, 13.333, 0.787, , , , 990, 514.065, 5.984
2014.1250, 2014, 2, 890, 234.285, 0.341, 892, 524.492, 0.344, 887, 4.092, 0.255, 888, 82.846, 0.281, 875, 327.102, 0.188, , , , 900, 1905.084, 8.532, 804, 13.257, 0.660, , , , 960, 520.952, 4.292
2014.2084, 2014, 3, 905, 234.127, 0.272, 988, 524.294, 0.338, 1019, 4.052, 0.228, 1014, 82.794, 0.244, 896, 327.242, 0.201, , , , 765, 1901.127, 12.378, 721, 12.702, 1.106, , , , 952, 526.872, 5.105
2014.2916, 2014, 4, 494, 234.156, 0.287, 955, 524.229, 0.336, 990, 4.025, 0.190, 990, 82.877, 0.224, 619, 327.505, 0.233, , , , 611, 1904.730, 9.755, 554, 13.645, 0.714, , , , 904, 528.712, 5.192
2014.3750, 2014, 5, 391, 234.083, 0.332, 968, 523.876, 0.340, 998, 3.945, 0.202, 990, 82.869, 0.241, 760, 327.559, 0.221, , , , 768, 1898.761, 8.386, 682, 13.293, 0.842, , , , 994, 530.737, 5.435
2014.4584, 2014, 6, 665, 234.012, 0.234, 875, 523.327, 0.314, 914, 3.820, 0.195, 910, 82.908, 0.208, 678, 327.572, 0.219, , , , 654, 1886.344, 11.847, 449, 12.880, 1.011, , , , 812, 533.018, 7.008
2014.5416, 2014, 7, 924, 233.798, 0.258, 964, 522.985, 0.322, , , , 1002, 82.828, 0.230, 786, 327.461, 0.205, , , , 809, 1873.176, 11.061, 714, 12.126, 1.015, , , , 985, 526.380, 8.621
2014.6250, 2014, 8, 943, 233.343, 0.261, 991, 522.723, 0.383, , , , 1001, 83.096, 0.278, 899, 327.285, 0.236, , , , 79, 1887.734, 4.583, 730, 12.427, 0.788, , , , 80, 512.629, 6.317
2014.7084, 2014, 9, 637, 233.753, 0.335, 876, 522.852, 0.395, , , , 922, 83.241, 0.326, 423, 327.512, 0.214, , , , 378, 1902.300, 11.298, 267, 13.644, 0.814, , , , 579, 502.740, 10.084
2014.7916, 2014, 10, 913, 233.743, 0.246, 920, 522.690, 0.356, , , , 951, 82.950, 0.373, 720, 327.650, 0.267, , , , 717, 1902.077, 9.136, 677, 14.166, 1.058, , , , 860, 499.399, 10.304
2014.8750, 2014, 11, 771, 234.012, 0.283, 862, 522.647, 0.370, , , , 933, 82.781, 0.269, 670, 327.787, 0.263, , , , 568, 1910.487, 9.093, 492, 15.083, 0.941, , , , 861, 499.825, 6.966
2014.9584, 2014, 12, 984, 233.956, 0.292, 980, 522.630, 0.367, , , , 1009, 82.686, 0.387, 975, 327.898, 0.242, , , , 961, 1905.214, 13.243, 909, 14.026, 1.157, , , , 959, 507.204, 6.662
2015.0416, 2015, 1, 973, 233.698, 0.409, 1002, 522.512, 0.399, , , , 1013, 82.630, 0.459, 994, 327.972, 0.223, , , , 985, 1910.163, 10.311, 886, 13.821, 0.888, , , , 1029, 514.070, 6.021
2015.1250, 2015, 2, 845, 233.313, 0.313, 863, 522.242, 0.386, , , , 869, 82.344, 0.418, 810, 328.050, 0.246, , , , 791, 1910.815, 10.801, 635, 13.515, 0.836, , , , 905, 522.006, 6.044
2015.2084, 2015, 3, 897, 233.128, 0.314, 932, 522.013, 0.395, , , , 947, 82.246, 0.432, 806, 328.110, 0.314, , , , 748, 1911.957, 9.798, 711, 13.292, 0.743, , , , 863, 526.702, 5.083
