monthly mean of baseline data, created: 20-Jan-2016
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, ---, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-05, ---, ---, SIO-98, ---, ---, SIO-05, ---, ---, Tohoku-Uni, ---, ---, SIO-98, ---, ---, CSIRO94, ---, ---, MPI-2009, ---
2009.6250, 2009, 8, 269, 240.103, 0.300, 929, 533.889, 0.476, 304, 8.811, 0.231, 288, 86.366, 0.251, 872, 321.668, 0.230, 304, 75.618, 0.187, 636, 1757.011, 1.958, 137, 5.724, 0.352, , , , 732, 535.040, 2.625
2009.7084, 2009, 9, 463, 240.082, 0.225, 916, 533.905, 0.428, 483, 8.733, 0.274, 480, 86.220, 0.228, 851, 321.856, 0.192, 489, 75.639, 0.185, 629, 1758.951, 1.306, 314, 6.220, 0.334, , , , 737, 534.546, 2.511
2009.7916, 2009, 10, 952, 239.987, 0.167, 957, 533.651, 0.348, 956, 8.623, 0.251, 955, 86.194, 0.206, 905, 321.953, 0.172, 955, 75.574, 0.194, 701, 1757.520, 1.729, 408, 5.997, 0.363, , , , 660, 534.883, 3.665
2009.8750, 2009, 11, 325, 240.020, 0.225, 323, 533.512, 0.408, 325, 8.523, 0.313, 314, 86.277, 0.225, 281, 322.054, 0.210, 320, 75.570, 0.195, 233, 1753.086, 3.236, 121, 5.684, 0.249, , , , 243, 539.269, 2.818
2009.9584, 2009, 12, 921, 239.949, 0.195, 926, 533.306, 0.372, 932, 8.279, 0.314, 929, 86.234, 0.207, 898, 322.067, 0.170, 923, 75.605, 0.199, 856, 1742.283, 4.209, 636, 4.889, 0.333, , , , 913, 543.445, 2.469
2010.0416, 2010, 1, 918, 239.681, 0.208, 930, 532.939, 0.389, 932, 8.081, 0.245, 927, 86.122, 0.200, 901, 322.106, 0.175, 918, 75.515, 0.198, 860, 1734.944, 2.268, 512, 4.574, 0.255, , , , 909, 545.464, 2.473
2010.1250, 2010, 2, 720, 239.408, 0.265, 722, 532.543, 0.424, 720, 7.845, 0.274, 719, 86.044, 0.244, 655, 322.093, 0.214, 722, 75.327, 0.215, 413, 1730.688, 2.209, 116, 4.639, 0.289, , , , 491, 546.419, 4.209
2010.2084, 2010, 3, 809, 239.107, 0.292, 853, 532.195, 0.459, 870, 7.699, 0.238, 869, 85.902, 0.207, 742, 322.007, 0.234, 865, 75.232, 0.206, 544, 1732.118, 2.246, 299, 4.532, 0.269, , , , 650, 545.043, 3.990
2010.2916, 2010, 4, 731, 238.900, 0.294, 748, 531.970, 0.469, 724, 7.632, 0.288, 751, 85.790, 0.233, 653, 322.018, 0.247, 759, 75.202, 0.175, 425, 1737.475, 2.598, 269, 4.749, 0.280, , , , 549, 542.929, 3.280
2010.3750, 2010, 5, 908, 238.714, 0.263, 931, 531.775, 0.417, 867, 7.523, 0.261, 932, 85.579, 0.217, 819, 322.025, 0.238, 938, 75.206, 0.169, 542, 1743.787, 3.613, 339, 5.079, 0.278, , , , 634, 538.147, 3.368
2010.4584, 2010, 6, 828, 238.640, 0.230, 840, 531.753, 0.390, , , , 839, 85.392, 0.218, 792, 322.164, 0.209, 841, 75.156, 0.176, 646, 1752.369, 3.099, 417, 5.507, 0.300, , , , 688, 535.533, 2.848
2010.5416, 2010, 7, 847, 238.594, 0.201, 860, 531.752, 0.387, , , , 857, 85.252, 0.196, 830, 322.374, 0.191, 853, 75.160, 0.180, 629, 1759.937, 2.644, 369, 5.816, 0.312, , , , 602, 532.798, 2.699
2010.6250, 2010, 8, 865, 238.646, 0.203, 865, 531.738, 0.399, , , , , , , 815, 322.546, 0.219, 871, 75.169, 0.177, 598, 1764.182, 1.775, 445, 6.125, 0.389, , , , 696, 531.444, 2.277
2010.7084, 2010, 9, 884, 238.370, 0.216, 891, 531.514, 0.392, , , , 307, 84.989, 0.250, 880, 322.591, 0.170, 895, 75.118, 0.197, 814, 1765.040, 1.395, 588, 6.213, 0.351, , , , 848, 532.904, 2.762
2010.7916, 2010, 10, 867, 238.103, 0.219, 890, 531.312, 0.407, , , , 73, 84.771, 0.217, 836, 322.768, 0.205, 884, 75.032, 0.217, 659, 1764.149, 1.325, 493, 6.164, 0.328, , , , 840, 537.401, 3.015
2010.8750, 2010, 11, 881, 237.716, 0.212, 904, 531.211, 0.403, , , , 900, 84.879, 0.204, 836, 323.054, 0.205, 902, 75.133, 0.213, 601, 1759.950, 2.094, 458, 5.819, 0.351, , , , 773, 545.132, 3.531
2010.9584, 2010, 12, 917, 237.526, 0.218, 939, 530.921, 0.436, , , , 923, 84.843, 0.199, 869, 323.183, 0.209, 927, 75.144, 0.204, 783, 1751.993, 2.862, 526, 5.248, 0.310, , , , 942, 549.474, 3.474
2011.0416, 2011, 1, 926, 237.311, 0.219, 939, 530.582, 0.425, , , , 935, 84.830, 0.211, 895, 323.249, 0.229, , , , 718, 1743.131, 2.854, 390, 4.847, 0.271, , , , 913, 552.103, 5.763
2011.1250, 2011, 2, 840, 237.116, 0.211, 851, 530.239, 0.399, , , , 847, 84.910, 0.199, 828, 323.224, 0.238, , , , 724, 1739.333, 1.894, 408, 4.645, 0.324, , , , 828, 551.588, 3.653
2011.2084, 2011, 3, 941, 236.802, 0.259, 947, 529.827, 0.456, , , , 951, 84.806, 0.243, 898, 323.163, 0.255, , , , 713, 1740.728, 2.676, 396, 4.770, 0.297, , , , 886, 549.080, 4.146
2011.2916, 2011, 4, 785, 236.623, 0.287, 783, 529.545, 0.496, , , , 773, 84.729, 0.284, 723, 323.126, 0.276, , , , 593, 1747.011, 2.795, 201, 4.980, 0.325, , , , 704, 545.767, 3.319
2011.3750, 2011, 5, 882, 236.343, 0.264, 911, 529.256, 0.478, , , , 912, 84.512, 0.241, 839, 323.084, 0.303, , , , 712, 1752.836, 3.616, 517, 5.419, 0.306, , , , 777, 543.029, 3.132
2011.4584, 2011, 6, 724, 236.086, 0.298, 746, 529.080, 0.512, , , , 780, 84.345, 0.239, 727, 323.231, 0.336, , , , 547, 1759.921, 3.139, 333, 5.846, 0.341, , , , 685, 538.931, 3.144
2011.5416, 2011, 7, 891, 235.980, 0.244, 905, 528.956, 0.473, , , , 906, 84.240, 0.237, 872, 323.328, 0.298, , , , 567, 1766.841, 3.045, 402, 6.270, 0.500, , , , 637, 537.069, 3.984
2011.6250, 2011, 8, 853, 236.049, 0.231, 893, 529.145, 0.443, , , , 905, 84.229, 0.232, 844, 323.496, 0.295, , , , 452, 1773.277, 2.136, 320, 6.718, 0.561, , , , 726, 535.176, 4.091
2011.7084, 2011, 9, 841, 235.862, 0.220, 875, 528.875, 0.440, , , , 858, 84.073, 0.228, 828, 323.485, 0.287, , , , 642, 1774.205, 1.583, 529, 6.316, 0.419, , , , 820, 536.125, 4.305
2011.7916, 2011, 10, 904, 235.727, 0.191, 940, 528.688, 0.442, , , , 934, 84.005, 0.202, 894, 323.589, 0.276, , , , 683, 1772.691, 1.863, 356, 6.157, 0.371, , , , 901, 539.340, 4.199
2011.8750, 2011, 11, 882, 235.547, 0.217, 916, 528.428, 0.481, , , , 908, 83.948, 0.211, 868, 323.708, 0.290, , , , 602, 1766.135, 2.629, 545, 5.730, 0.382, , , , 683, 546.051, 4.035
2011.9584, 2011, 12, 588, 235.333, 0.167, 602, 528.079, 0.435, , , , 596, 83.882, 0.207, 584, 323.742, 0.287, , , , 505, 1757.590, 4.165, 298, 5.273, 0.409, , , , 540, 548.729, 3.438
2012.0416, 2012, 1, , , , 563, 528.080, 1.093, , , , , , , 587, 323.978, 0.535, , , , 488, 1747.671, 2.677, , , , , , , 600, 546.835, 4.387
2012.1250, 2012, 2, 549, 235.219, 0.187, 853, 527.886, 0.630, , , , , , , 850, 324.069, 0.384, , , , 622, 1742.838, 1.845, 172, 4.599, 0.412, , , , 754, 546.247, 4.510
2012.2084, 2012, 3, 890, 235.085, 0.257, 939, 527.527, 0.519, , , , , , , 910, 324.077, 0.446, , , , 570, 1743.626, 1.853, 397, 4.482, 0.292, , , , 707, 545.300, 4.345
2012.2916, 2012, 4, 707, 234.800, 0.282, 731, 527.225, 0.544, , , , 548, 83.583, 0.277, 722, 324.036, 0.379, , , , 556, 1750.090, 3.493, 283, 4.834, 0.317, , , , 729, 542.757, 4.656
2012.3750, 2012, 5, 910, 234.699, 0.276, 940, 526.986, 0.553, , , , 501, 83.457, 0.282, 927, 324.029, 0.481, , , , 737, 1757.929, 3.716, 435, 5.268, 0.354, , , , 748, 540.177, 3.210
2012.4584, 2012, 6, 630, 234.634, 0.223, 826, 526.844, 0.551, , , , 430, 83.377, 0.213, 808, 324.047, 0.530, , , , 666, 1764.760, 2.778, 142, 5.849, 0.433, , , , 698, 536.372, 3.337
2012.5416, 2012, 7, 391, 234.669, 0.186, 895, 526.957, 0.561, , , , 371, 83.235, 0.289, 873, 324.344, 0.538, , , , 527, 1771.674, 3.084, 98, 6.026, 0.443, , , , 647, 534.504, 3.683
2012.6250, 2012, 8, 917, 234.485, 0.230, 936, 526.757, 0.661, , , , 887, 83.080, 0.325, 926, 324.404, 0.682, , , , 702, 1775.477, 2.839, 385, 6.019, 0.438, , , , 851, 534.248, 4.521
2012.7084, 2012, 9, 697, 234.340, 0.213, 753, 526.584, 0.654, , , , 681, 82.958, 0.281, 704, 324.562, 0.626, , , , 403, 1776.800, 1.961, 384, 6.085, 0.342, , , , 763, 535.337, 5.086
2012.7916, 2012, 10, 637, 234.193, 0.203, 641, 527.024, 0.407, , , , 663, 83.028, 0.239, 608, 325.045, 0.219, , , , 433, 1775.607, 1.994, 351, 6.130, 0.331, , , , 684, 536.901, 4.358
2012.8750, 2012, 11, 888, 233.961, 0.177, 897, 526.714, 0.365, , , , 888, 82.957, 0.199, 875, 325.103, 0.186, , , , 777, 1771.245, 2.882, 443, 5.712, 0.324, , , , 859, 542.319, 4.130
2012.9584, 2012, 12, 910, 233.692, 0.235, 912, 526.227, 0.411, , , , 918, 82.921, 0.210, 876, 325.061, 0.184, , , , 711, 1762.015, 4.349, 545, 5.009, 0.371, , , , 912, 547.482, 4.499
2013.0416, 2013, 1, 920, 233.286, 0.217, 925, 525.580, 0.400, , , , 927, 82.808, 0.201, 897, 324.951, 0.179, , , , 803, 1752.031, 2.784, 556, 4.558, 0.267, , , , 926, 551.155, 4.629
2013.1250, 2013, 2, 779, 233.008, 0.264, 791, 525.104, 0.419, , , , 797, 82.748, 0.237, 768, 324.885, 0.202, , , , 599, 1747.371, 1.932, 216, 4.455, 0.301, , , , 771, 551.166, 4.825
2013.2084, 2013, 3, 696, 232.853, 0.320, 802, 524.796, 0.489, , , , 805, 82.678, 0.276, 691, 324.867, 0.248, , , , 517, 1748.873, 1.595, 410, 4.481, 0.299, , , , 747, 550.820, 4.464
2013.2916, 2013, 4, 617, 232.528, 0.296, 662, 524.263, 0.412, , , , 665, 82.460, 0.239, 641, 324.759, 0.226, , , , 475, 1754.322, 2.295, 356, 4.791, 0.277, , , , 592, 547.614, 4.755
2013.3750, 2013, 5, 834, 232.590, 0.293, 908, 524.298, 0.438, , , , 932, 82.443, 0.231, 793, 324.900, 0.283, , , , 509, 1761.462, 3.393, 317, 5.227, 0.327, , , , 619, 545.326, 4.611
2013.4584, 2013, 6, 779, 232.552, 0.256, 832, 524.180, 0.408, , , , 781, 82.343, 0.241, 769, 325.079, 0.244, , , , 505, 1768.856, 2.948, 313, 5.547, 0.375, , , , 636, 540.167, 5.794
2013.5416, 2013, 7, 848, 232.574, 0.246, 923, 524.209, 0.434, , , , 919, 82.283, 0.272, 803, 325.253, 0.254, , , , 490, 1775.461, 2.626, 446, 5.964, 0.382, , , , 670, 539.607, 5.995
2013.6250, 2013, 8, 767, 232.389, 0.245, 928, 523.991, 0.429, , , , 804, 82.095, 0.259, 897, 325.335, 0.242, , , , 699, 1779.745, 1.937, 444, 6.121, 0.347, , , , 766, 539.043, 5.100
2013.7084, 2013, 9, 758, 232.346, 0.229, 860, 523.898, 0.412, , , , 842, 81.940, 0.253, 834, 325.474, 0.225, , , , 605, 1781.792, 1.327, 437, 6.361, 0.326, , , , 684, 538.791, 4.910
2013.7916, 2013, 10, 824, 232.290, 0.228, 951, 523.739, 0.439, , , , 931, 81.866, 0.277, 927, 325.601, 0.201, , , , 791, 1780.112, 1.984, 666, 6.091, 0.388, , , , 959, 541.478, 4.907
2013.8750, 2013, 11, 842, 232.112, 0.193, 921, 523.416, 0.411, , , , 910, 81.838, 0.232, 870, 325.725, 0.168, , , , 688, 1775.092, 2.719, 340, 5.680, 0.358, , , , 878, 544.835, 4.719
2013.9584, 2013, 12, 784, 231.904, 0.228, 866, 523.078, 0.421, , , , 716, 81.813, 0.231, 831, 325.754, 0.179, , , , 755, 1764.858, 4.229, 374, 5.001, 0.406, , , , 835, 549.193, 4.742
2014.0416, 2014, 1, 878, 231.595, 0.245, 945, 522.533, 0.446, , , , 780, 81.716, 0.233, 862, 325.696, 0.203, , , , 698, 1756.984, 3.275, 390, 4.704, 0.332, , , , 795, 549.687, 5.198
2014.1250, 2014, 2, 780, 231.356, 0.252, 801, 522.170, 0.462, , , , 655, 81.762, 0.286, 779, 325.675, 0.206, , , , 611, 1752.303, 2.285, 304, 4.581, 0.328, , , , 767, 551.334, 5.324
2014.2084, 2014, 3, 788, 231.151, 0.259, 878, 521.743, 0.483, , , , 885, 81.636, 0.255, 795, 325.660, 0.241, , , , 518, 1754.224, 2.735, 232, 4.739, 0.294, , , , 818, 548.459, 5.852
2014.2916, 2014, 4, 799, 230.742, 0.291, 899, 521.098, 0.541, , , , 904, 81.393, 0.261, 828, 325.521, 0.275, , , , 561, 1761.488, 2.501, 300, 5.044, 0.306, , , , 727, 547.030, 4.908
2014.3750, 2014, 5, 758, 230.796, 0.312, 892, 521.102, 0.531, , , , 893, 81.357, 0.247, 702, 325.642, 0.283, , , , 451, 1769.583, 3.765, 257, 5.476, 0.329, , , , 568, 544.413, 4.928
2014.4584, 2014, 6, 758, 230.813, 0.265, 820, 521.009, 0.469, , , , 814, 81.244, 0.242, 763, 325.828, 0.276, , , , 396, 1778.429, 3.734, 364, 5.890, 0.322, , , , 507, 539.522, 5.060
2014.5416, 2014, 7, 900, 230.959, 0.290, 943, 521.101, 0.511, , , , 904, 81.202, 0.268, 886, 326.126, 0.255, , , , 447, 1786.923, 2.623, 373, 6.231, 0.350, , , , 731, 536.870, 5.236
2014.6250, 2014, 8, 839, 230.831, 0.248, 870, 521.420, 0.589, , , , 865, 81.067, 0.238, 815, 326.327, 0.295, , , , 557, 1790.807, 2.220, 282, 6.530, 0.393, , , , 715, 536.487, 4.167
2014.7084, 2014, 9, 753, 230.675, 0.213, 827, 521.508, 0.412, , , , 805, 80.923, 0.217, 734, 326.479, 0.228, , , , 632, 1792.129, 1.375, 415, 6.760, 0.308, , , , 346, 536.628, 3.640
2014.7916, 2014, 10, 882, 230.600, 0.229, 940, 521.366, 0.449, , , , 947, 80.831, 0.238, 902, 326.641, 0.226, , , , 676, 1791.061, 1.851, 472, 6.516, 0.381, , , , 407, 538.990, 4.152
2014.8750, 2014, 11, 788, 230.471, 0.221, 818, 521.121, 0.439, , , , 831, 80.790, 0.239, 787, 326.734, 0.204, , , , 693, 1786.557, 2.434, 538, 6.114, 0.323, , , , 377, 541.992, 4.357
2014.9584, 2014, 12, 812, 230.384, 0.206, 835, 520.836, 0.411, , , , 836, 80.764, 0.229, 809, 326.892, 0.189, , , , 647, 1777.890, 3.286, 403, 5.479, 0.332, , , , 348, 546.010, 4.756
2015.0416, 2015, 1, 943, 230.168, 0.231, 979, 520.394, 0.436, , , , 982, 80.886, 0.219, 941, 326.914, 0.197, , , , 783, 1769.583, 3.136, 344, 5.169, 0.385, , , , 449, 547.967, 4.809
2015.1250, 2015, 2, 516, 229.938, 0.205, 524, 519.978, 0.408, , , , 522, 80.855, 0.255, 510, 326.804, 0.180, , , , 474, 1765.411, 1.641, 107, 5.011, 0.327, , , , 258, 549.512, 4.163
2015.2084, 2015, 3, 794, 229.715, 0.226, 825, 519.505, 0.413, , , , 810, 80.710, 0.238, 800, 326.737, 0.180, , , , 632, 1766.579, 2.439, 454, 5.093, 0.329, , , , 379, 549.960, 3.979
